station name: SAUK CITY WWTP,,,,,,,,,,
station identifier: 477576,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
,temperature,temperature,,,,observation,observation,observation,observation,observation
Date,max_temp,min_temp,precipitation,snowfall,snow_depth,maxt,mint,pcpn,snow,snwd
date,(degrees F),(degrees F),(inches),(inches),(inches),(hour),(hour),(hour),(hour),(hour)
12/15/09,32,1,0.11,1.5,10,8,8,8,0,8
12/16/09,9,-6,0,0,10,8,8,8,0,8
12/17/09,14,-5,0,0,9,8,8,8,0,8
12/18/09,26,13,0,0,9,8,8,8,0,8
12/19/09,31,24,0,0,8,8,8,8,0,8
12/20/09,31,22,T,T,8,8,8,8,0,8
12/21/09,27,21,T,T,8,8,8,8,0,8
12/22/09,25,21,0.11,2,10,8,8,8,0,8
12/23/09,30,22,0.11,1.5,11,8,8,8,0,8
12/24/09,32,27,0.62,1.5,10,8,8,8,0,8
12/25/09,37,32,0.71,0,8,8,8,8,0,8
12/26/09,41,12,0.14,T,2,8,8,8,0,8
12/27/09,22,0,0.04,T,2,8,8,8,0,8
12/28/09,24,12,0,0,2,8,8,8,0,8
12/29/09,27,-4,0,0,2,8,8,8,0,8
12/30/09,20,-3,0,0,2,8,8,8,0,8
12/31/09,29,-2,0.06,1,4,8,8,8,0,8
1/1/10,21,-4,0,0,4,8,8,8,0,8
1/2/10,16,-6,0,0,4,8,8,8,0,8
1/3/10,6,-14,0,0,4,8,8,8,0,8
1/4/10,11,-8,0,0,4,8,8,8,0,8
1/5/10,17,-4,0,0,4,8,8,8,0,8
1/6/10,20,-2,0,0,4,8,8,8,0,8
1/7/10,18,1,0.15,2.5,10,8,8,8,0,8
1/8/10,26,15,0.3,4,14,8,8,8,0,8
1/9/10,17,-17,0,0,14,8,8,8,0,8
1/10/10,16,-16,0,0,13,8,8,8,0,8
1/11/10,17,2,0,0,12,8,8,8,0,8
1/12/10,26,0,0,0,12,8,8,8,0,8
1/13/10,27,-4,0,0,12,8,8,8,0,8
1/14/10,35,18,0,0,11,8,8,8,0,8
1/15/10,38,25,0,0,10,8,8,8,0,8
1/16/10,28,21,0,0,10,8,8,8,0,8
1/17/10,28,21,0,0,9,8,8,8,0,8
1/18/10,29,17,0,0,9,8,8,8,0,8
1/19/10,35,15,0,0,8,8,8,8,0,8
1/20/10,31,8,0,0,8,8,8,8,0,8
1/21/10,30,26,0,0,8,8,8,8,0,8
1/22/10,31,28,T,0,8,8,8,8,0,8
1/23/10,34,28,0,0,8,8,8,8,0,8
1/24/10,38,28,0.6,0,7,8,8,8,0,8
1/25/10,38,28,0.11,0,4,8,8,8,0,8
1/26/10,30,19,T,T,4,8,8,8,0,8
1/27/10,20,2,0,0,4,8,8,8,0,8
1/28/10,22,2,0,0,4,8,8,8,0,8
1/29/10,9,-6,0,0,4,8,8,8,0,8
1/30/10,14,-6,0,0,4,8,8,8,0,8
1/31/10,22,0,0,0,4,8,8,8,0,8
2/1/10,23,2,0,0,4,8,8,8,0,8
2/2/10,25,11,0.15,2.5,7,8,8,8,0,8
2/3/10,31,20,0,0,6,8,8,8,0,8
2/4/10,29,18,0,0,5,8,8,8,0,8
2/5/10,31,16,0.03,T,4,8,8,8,0,8
2/6/10,33,21,0,0,4,8,8,8,0,8
2/7/10,27,11,0,0,4,8,8,8,0,8
2/8/10,30,16,0.07,0.5,5,8,8,8,0,8
2/9/10,29,16,0.11,2,7,8,8,8,0,8
2/10/10,26,18,0.15,3,10,8,8,8,0,8
2/11/10,28,-10,0,0,8,8,8,8,0,8
2/12/10,27,-6,0,0,9,8,8,8,0,8
2/13/10,30,-6,0,0,8,8,8,8,0,8
2/14/10,30,-8,0,0,7,8,8,8,0,8
2/15/10,27,0,0,0,7,8,8,8,0,8
2/16/10,28,14,0.05,0.5,7,8,8,8,0,8
2/17/10,34,19,0,0,7,8,8,8,0,8
2/18/10,35,10,0,0,6,8,8,8,0,8
2/19/10,38,0,0,0,5,8,8,8,0,8
2/20/10,38,-1,0.07,1,6,8,8,8,0,8
2/21/10,33,17,0.03,0.2,6,8,8,8,0,8
2/22/10,35,29,0.05,0.5,7,8,8,8,0,8
2/23/10,34,26,0.1,1.5,8,8,8,8,0,8
2/24/10,32,16,0.01,T,7,8,8,8,0,8
2/25/10,25,0,0,0,7,8,8,8,0,8
2/26/10,27,-2,0,0,7,8,8,8,0,8
2/27/10,33,3,0,0,6,8,8,8,0,8
2/28/10,38,26,0,0,5,8,8,8,0,8
3/1/10,36,30,0,0,5,8,8,8,0,8
3/2/10,38,10,0,0,5,8,8,8,0,8
3/3/10,35,5,0,0,4,8,8,8,0,8
3/4/10,40,5,0,0,4,8,8,8,0,8
3/5/10,42,9,0,0,4,8,8,8,0,8
3/6/10,40,10,0,0,3,8,8,8,0,8
3/7/10,44,23,0.02,0,3,8,8,8,0,8
3/8/10,46,24,0,0,2,8,8,8,0,8
3/9/10,44,29,0,0,1,8,8,8,0,8
3/10/10,42,35,0.25,0,0,8,8,8,0,8
3/11/10,48,33,0.1,0,0,8,8,8,0,8
3/12/10,50,37,0.25,0,0,8,8,8,0,8
3/13/10,49,40,T,0,0,8,8,8,0,8
3/14/10,44,40,0,0,0,8,8,8,0,8
3/15/10,60,29,0,0,0,8,8,8,0,8
3/16/10,61,28,0,0,0,8,8,8,0,8
3/17/10,63,27,0,0,0,8,8,8,0,8
3/18/10,66,26,0,0,0,8,8,8,0,8
3/19/10,65,39,0,0,0,8,8,8,0,8
3/20/10,53,29,0.21,1.5,1,8,8,8,0,8
3/21/10,42,23,0,0,0,8,8,8,0,8
3/22/10,51,22,0,0,0,8,8,8,0,8
3/23/10,55,23,0,0,0,8,8,8,0,8
3/24/10,60,24,0,0,0,8,8,8,0,8
3/25/10,56,30,0,0,0,8,8,8,0,8
3/26/10,44,21,0,0,0,8,8,8,0,8
3/27/10,45,21,0,0,0,8,8,8,0,8
3/28/10,49,26,0,0,0,8,8,8,0,8
3/29/10,52,21,0,0,0,8,8,8,0,8
3/30/10,54,21,0,0,0,8,8,8,0,8
3/31/10,68,38,0,0,0,8,8,8,0,8
4/1/10,74,43,0,0,0,8,8,8,0,8
4/2/10,81,44,0,0,0,8,8,8,0,8
4/3/10,74,45,0.16,0,0,8,8,8,0,8
4/4/10,66,42,0,0,0,8,8,8,0,8
4/5/10,66,34,0,0,0,8,8,8,0,8
4/6/10,69,36,0.9,0,0,8,8,8,0,8
4/7/10,55,44,1.05,0,0,8,8,8,0,8
4/8/10,49,33,0.55,0,0,8,8,8,0,8
4/9/10,41,23,0,0,0,8,8,8,0,8
4/10/10,58,24,0,0,0,8,8,8,0,8
4/11/10,64,40,0,0,0,8,8,8,0,8
4/12/10,67,37,0,0,0,8,8,8,0,8
4/13/10,61,45,0.1,0,0,8,8,8,0,8
4/14/10,63,46,0,0,0,8,8,8,0,8
4/15/10,80,46,0,0,0,8,8,8,0,8
4/16/10,79,50,0.09,0,0,8,8,8,0,8
4/17/10,61,36,0,0,0,8,8,8,0,8
4/18/10,61,27,0,0,0,8,8,8,0,8
4/19/10,62,33,0,0,0,8,8,8,0,8
4/20/10,62,34,0,0,0,8,8,8,0,8
4/21/10,67,35,0,0,0,8,8,8,0,8
4/22/10,64,34,0,0,0,8,8,8,0,8
4/23/10,64,34,0,0,0,8,8,8,0,8
4/24/10,64,39,0.33,0,0,8,8,8,0,8
4/25/10,52,46,0.5,0,0,8,8,8,0,8
4/26/10,50,39,0.05,0,0,8,8,8,0,8
4/27/10,64,39,0,0,0,8,8,8,0,8
4/28/10,58,28,0,0,0,8,8,8,0,8
4/29/10,63,30,0,0,0,8,8,8,0,8
4/30/10,76,54,0,0,0,8,8,8,0,8
5/1/10,76,55,1.2,0,0,8,8,8,0,8
5/2/10,68,53,0,0,0,8,8,8,0,8
5/3/10,71,44,0,0,0,8,8,8,0,8
5/4/10,66,40,0.03,0,0,8,8,8,0,8
5/5/10,79,48,0.14,0,0,8,8,8,0,8
5/6/10,66,38,0,0,0,8,8,8,0,8
5/7/10,61,44,0,0,0,8,8,8,0,8
5/8/10,45,37,0.62,0,0,8,8,8,0,8
5/9/10,49,29,0,0,0,8,8,8,0,8
5/10/10,58,32,0,0,0,8,8,8,0,8
5/11/10,59,38,0.48,0,0,8,8,8,0,8
5/12/10,59,38,0.15,0,0,8,8,8,0,8
5/13/10,48,44,1.4,0,0,8,8,8,0,8
5/14/10,65,45,0.02,0,0,8,8,8,0,8
5/15/10,65,39,0,0,0,8,8,8,0,8
5/16/10,67,41,0,0,0,8,8,8,0,8
5/17/10,65,46,0,0,0,8,8,8,0,8
5/18/10,69,39,0,0,0,8,8,8,0,8
5/19/10,73,40,0,0,0,8,8,8,0,8
5/20/10,79,41,0,0,0,8,8,8,0,8
5/21/10,78,50,0.25,0,0,8,8,8,0,8
5/22/10,65,55,0,0,0,8,8,8,0,8
5/23/10,78,57,0,0,0,8,8,8,0,8
5/24/10,90,70,0,0,0,8,8,8,0,8
5/25/10,91,69,0,0,0,8,8,8,0,8
5/26/10,83,62,0.06,0,0,8,8,8,0,8
5/27/10,85,62,0,0,0,8,8,8,0,8
5/28/10,83,49,0,0,0,8,8,8,0,8
5/29/10,83,54,0,0,0,8,8,8,0,8
5/30/10,87,62,0,0,0,8,8,8,0,8
5/31/10,89,63,0,0,0,8,8,8,0,8
6/1/10,80,49,0,0,0,8,8,8,0,8
6/2/10,84,57,0.05,0,0,8,8,8,0,8
6/3/10,79,54,0.3,0,0,8,8,8,0,8
6/4/10,74,56,0.25,0,0,8,8,8,0,8
6/5/10,80,57,0.09,0,0,8,8,8,0,8
6/6/10,79,52,1.3,0,0,8,8,8,0,8
6/7/10,74,53,0.12,0,0,8,8,8,0,8
6/8/10,74,53,0.45,0,0,8,8,8,0,8
6/9/10,63,54,0.37,0,0,8,8,8,0,8
6/10/10,78,52,0,0,0,8,8,8,0,8
6/11/10,70,57,0.07,0,0,8,8,8,0,8
6/12/10,85,60,0,0,0,8,8,8,0,8
6/13/10,73,62,0,0,0,8,8,8,0,8
6/14/10,73,63,0.04,0,0,8,8,8,0,8
6/15/10,69,59,0.92,0,0,8,8,8,0,8
6/16/10,72,59,0.7,0,0,8,8,8,0,8
6/17/10,79,57,0,0,0,8,8,8,0,8
6/18/10,83,63,0.18,0,0,8,8,8,0,8
6/19/10,84,62,0,0,0,8,8,8,0,8
6/20/10,81,59,0,0,0,8,8,8,0,8
6/21/10,79,62,0,0,0,8,8,8,0,8
6/22/10,79,64,0.55,0,0,8,8,8,0,8
6/23/10,86,66,2.6,0,0,8,8,8,0,8
6/24/10,82,60,0,0,0,8,8,8,0,8
6/25/10,82,59,0,0,0,8,8,8,0,8
6/26/10,84,61,0.84,0,0,8,8,8,0,8
6/27/10,84,67,0.44,0,0,8,8,8,0,8
6/28/10,83,62,0.15,0,0,8,8,8,0,8
6/29/10,77,54,0,0,0,8,8,8,0,8
6/30/10,74,49,0,0,0,8,8,8,0,8
7/1/10,76,54,0,0,0,8,8,8,0,8
7/2/10,78,55,0,0,0,8,8,8,0,8
7/3/10,81,57,0,0,0,8,8,8,0,8
7/4/10,86,66,0,0,0,8,8,8,0,8
7/5/10,86,70,0.15,0,0,8,8,8,0,8
7/6/10,79,71,0.4,0,0,8,8,8,0,8
7/7/10,83,70,0,0,0,8,8,8,0,8
7/8/10,84,68,0.25,0,0,8,8,8,0,8
7/9/10,84,63,0,0,0,8,8,8,0,8
7/10/10,84,62,0,0,0,8,8,8,0,8
7/11/10,85,61,0,0,0,8,8,8,0,8
7/12/10,80,63,0.15,0,0,8,8,8,0,8
7/13/10,78,62,0,0,0,8,8,8,0,8
7/14/10,84,67,0,0,0,8,8,8,0,8
7/15/10,90,67,1.05,0,0,8,8,8,0,8
7/16/10,81,62,0,0,0,8,8,8,0,8
7/17/10,86,66,0,0,0,8,8,8,0,8
7/18/10,88,68,0.1,0,0,8,8,8,0,8
7/19/10,84,65,0,0,0,8,8,8,0,8
7/20/10,82,64,0.15,0,0,8,8,8,0,8
7/21/10,85,64,0,0,0,8,8,8,0,8
7/22/10,84,63,0,0,0,8,8,8,0,8
7/23/10,81,66,2.45,0,0,8,8,8,0,8
7/24/10,83,68,2.25,0,0,8,8,8,0,8
7/25/10,82,64,0,0,0,8,8,8,0,8
7/26/10,82,58,0,0,0,8,8,8,0,8
7/27/10,83,62,0,0,0,8,8,8,0,8
7/28/10,87,68,0.5,0,0,8,8,8,0,8
7/29/10,83,58,0,0,0,8,8,8,0,8
7/30/10,81,60,0,0,0,8,8,8,0,8
7/31/10,72,65,0.05,0,0,8,8,8,0,8
8/1/10,83,64,0,0,0,8,8,8,0,8
8/2/10,84,64,0,0,0,8,8,8,0,8
8/3/10,81,67,0.03,0,0,8,8,8,0,8
8/4/10,90,69,0,0,0,8,8,8,0,8
8/5/10,87,65,0,0,0,8,8,8,0,8
8/6/10,81,60,0,0,0,8,8,8,0,8
8/7/10,83,56,0,0,0,8,8,8,0,8
8/8/10,83,67,1.37,0,0,8,8,8,0,8
8/9/10,84,70,0.78,0,0,8,8,8,0,8
8/10/10,90,71,0,0,0,8,8,8,0,8
8/11/10,89,71,0,0,0,8,8,8,0,8
8/12/10,87,70,0,0,0,8,8,8,0,8
8/13/10,92,70,0,0,0,8,8,8,0,8
8/14/10,80,67,1.33,0,0,8,8,8,0,8
8/15/10,84,65,0,0,0,8,8,8,0,8
8/16/10,78,57,0,0,0,8,8,8,0,8
8/17/10,79,57,0,0,0,8,8,8,0,8
8/18/10,72,58,0,0,0,8,8,8,0,8
8/19/10,80,61,0,0,0,8,8,8,0,8
8/20/10,85,63,0.02,0,0,8,8,8,0,8
8/21/10,86,68,0.98,0,0,8,8,8,0,8
8/22/10,83,65,0,0,0,8,8,8,0,8
8/23/10,84,58,0,0,0,8,8,8,0,8
8/24/10,84,60,0,0,0,8,8,8,0,8
8/25/10,77,53,0,0,0,8,8,8,0,8
8/26/10,74,50,0,0,0,8,8,8,0,8
8/27/10,76,50,0,0,0,8,8,8,0,8
8/28/10,83,56,0,0,0,8,8,8,0,8
8/29/10,83,55,0,0,0,8,8,8,0,8
8/30/10,89,60,0,0,0,8,8,8,0,8
8/31/10,84,72,0,0,0,8,8,8,0,8
9/1/10,79,67,2.01,0,0,8,8,8,0,8
9/2/10,80,65,0.03,0,0,8,8,8,0,8
9/3/10,81,57,0.72,0,0,8,8,8,0,8
9/4/10,61,45,0.03,0,0,8,8,8,0,8
9/5/10,67,45,0,0,0,8,8,8,0,8
9/6/10,73,46,0,0,0,8,8,8,0,8
9/7/10,77,57,0,0,0,8,8,8,0,8
9/8/10,65,43,0,0,0,8,8,8,0,8
9/9/10,68,45,0,0,0,8,8,8,0,8
9/10/10,65,50,0,0,0,8,8,8,0,8
9/11/10,75,52,0.13,0,0,8,8,8,0,8
9/12/10,79,50,0,0,0,8,8,8,0,8
9/13/10,82,48,0,0,0,8,8,8,0,8
9/14/10,76,44,0,0,0,8,8,8,0,8
9/15/10,75,49,0,0,0,8,8,8,0,8
9/16/10,78,55,0.07,0,0,8,8,8,0,8
9/17/10,65,48,0,0,0,8,8,8,0,8
9/18/10,75,48,0.31,0,0,8,8,8,0,8
9/19/10,62,47,0,0,0,8,8,8,0,8
9/20/10,58,51,0,0,0,8,8,8,0,8
9/21/10,76,54,0,0,0,8,8,8,0,8
9/22/10,76,58,0.04,0,0,8,8,8,0,8
9/23/10,74,57,T,0,0,8,8,8,0,8
9/24/10,85,53,0.31,0,0,8,8,8,0,8
9/25/10,65,47,0,0,0,8,8,8,0,8
9/26/10,59,39,0,0,0,8,8,8,0,8
9/27/10,61,37,0,0,0,8,8,8,0,8
9/28/10,66,37,0,0,0,8,8,8,0,8
9/29/10,69,46,0,0,0,8,8,8,0,8
9/30/10,75,47,0,0,0,8,8,8,0,8
10/1/10,69,40,0,0,0,8,8,8,0,8
10/2/10,73,41,0.03,0,0,8,8,8,0,8
10/3/10,54,31,0,0,0,8,8,8,0,8
10/4/10,56,29,0,0,0,8,8,8,0,8
10/5/10,62,31,0,0,0,8,8,8,0,8
10/6/10,68,31,0,0,0,8,8,8,0,8
10/7/10,76,36,0,0,0,8,8,8,0,8
10/8/10,76,37,0,0,0,8,8,8,0,8
10/9/10,79,38,0,0,0,8,8,8,0,8
10/10/10,86,47,0,0,0,8,8,8,0,8
10/11/10,83,46,0,0,0,8,8,8,0,8
10/12/10,79,45,0,0,0,8,8,8,0,8
10/13/10,80,45,0.03,0,0,8,8,8,0,8
10/14/10,64,35,0,0,0,8,8,8,0,8
10/15/10,66,39,0,0,0,8,8,8,0,8
10/16/10,61,30,0,0,0,8,8,8,0,8
10/17/10,71,30,0,0,0,8,8,8,0,8
10/18/10,61,41,0,0,0,8,8,8,0,8
10/19/10,60,29,0,0,0,8,8,8,0,8
10/20/10,60,32,0,0,0,8,8,8,0,8
10/21/10,71,29,0,0,0,8,8,8,0,8
10/22/10,53,24,0,0,0,8,8,8,0,8
10/23/10,65,24,0.08,0,0,8,8,8,0,8
10/24/10,62,52,0.67,0,0,8,8,8,0,8
10/25/10,64,56,0.17,0,0,8,8,8,0,8
10/26/10,67,55,0.74,0,0,8,8,8,0,8
10/27/10,56,46,0.05,0,0,8,8,8,0,8
10/28/10,52,39,0,0,0,8,8,8,0,8
10/29/10,45,25,0,0,0,8,8,8,0,8
10/30/10,50,27,0,0,0,8,8,8,0,8
10/31/10,64,24,0,0,0,8,8,8,0,8
11/1/10,51,22,0,0,0,8,8,8,0,8
11/2/10,51,22,0,0,0,8,8,8,0,8
11/3/10,53,26,0.02,0,0,8,8,8,0,8
11/4/10,59,37,0,0,0,8,8,8,0,8
11/5/10,46,26,0.02,0,0,8,8,8,0,8
11/6/10,40,21,0,0,0,8,8,8,0,8
11/7/10,48,20,0,0,0,8,8,8,0,8
11/8/10,60,27,0,0,0,8,8,8,0,8
11/9/10,68,29,0,0,0,8,8,8,0,8
11/10/10,70,31,0,0,0,8,8,8,0,8
11/11/10,67,42,0,0,0,8,8,8,0,8
11/12/10,56,41,0.05,0,0,8,8,8,0,8
11/13/10,45,40,0.33,0,0,8,8,8,0,8
11/14/10,48,35,0.15,0,0,8,8,8,0,8
11/15/10,41,26,0.02,0,0,8,8,8,0,8
11/16/10,51,26,0,0,0,8,8,8,0,8
11/17/10,51,27,0.01,0,0,8,8,8,0,8
11/18/10,40,28,0,0,0,8,8,8,0,8
11/19/10,36,27,0,0,0,8,8,8,0,8
11/20/10,40,25,0,0,0,8,8,8,0,8
11/21/10,37,24,0,0,0,8,8,8,0,8
11/22/10,55,37,0.06,0,0,8,8,8,0,8
11/23/10,56,17,0,0,0,8,8,8,0,8
11/24/10,30,17,0,0,0,8,8,8,0,8
11/25/10,36,25,0.2,0,0,8,8,8,0,8
11/26/10,33,14,0,0,0,8,8,8,0,8
11/27/10,30,14,0,0,0,8,8,8,0,8
11/28/10,33,14,0,0,0,8,8,8,0,8
11/29/10,48,29,0,0,0,8,8,8,0,8
11/30/10,46,30,0.29,0,0,8,8,8,0,8
12/1/10,30,20,T,T,0,8,8,8,0,8
12/2/10,24,11,0,0,0,8,8,8,0,8
12/3/10,30,8,0,0,0,8,8,8,0,8
12/4/10,23,14,0.25,4,4,8,8,8,0,8
12/5/10,28,12,0.05,1,5,8,8,8,0,8
12/6/10,21,3,0,0,M,8,8,8,0,8
12/7/10,19,3,0,M,M,8,8,8,0,8
12/8/10,20,3,0,0,3,8,8,8,0,8
12/9/10,22,4,0,0,2,8,8,8,0,8
12/10/10,29,14,0.11,3,4,8,8,8,0,8
12/11/10,31,17,0.03,0.5,4,8,8,8,0,8
12/12/10,28,19,0.76,8,12,8,8,8,0,8
12/13/10,19,-6,0,0,12,8,8,8,0,8
12/14/10,10,-18,0,0,12,8,8,8,0,8
12/15/10,15,-18,0,0,12,8,8,8,0,8
12/16/10,16,-13,0,0,10,8,8,8,0,8
12/17/10,20,8,0,0,10,8,8,8,0,8
12/18/10,20,1,0,0,10,8,8,8,0,8
12/19/10,18,-2,0,0,10,8,8,8,0,8
12/20/10,20,-3,0,0,10,8,8,8,0,8
12/21/10,28,12,0.2,3,12,8,8,8,0,8
12/22/10,31,19,T,T,10,8,8,8,0,8
12/23/10,33,5,0,0,10,8,8,8,0,8
12/24/10,24,10,0.03,0.5,10,8,8,8,0,8
12/25/10,26,16,0.13,2,12,8,8,8,0,8
12/26/10,29,11,0,0,12,8,8,8,0,8
12/27/10,24,4,0,0,12,8,8,8,0,8
12/28/10,23,2,0,0,12,8,8,8,0,8
12/29/10,27,-5,0,0,12,8,8,8,0,8
12/30/10,39,18,T,0,10,8,8,8,0,8
12/31/10,45,33,0,0,2,8,8,8,0,8
1/1/11,47,9,0,0,0,8,8,8,0,8
1/2/11,47,7,0,0,0,8,8,8,0,8
1/3/11,23,8,0,0,0,8,8,8,0,8
1/4/11,30,17,0.01,T,T,8,8,8,0,8
1/5/11,18,1,0,0,0,8,8,8,0,8
1/6/11,24,5,0.02,0.2,0,8,8,8,0,8
1/7/11,21,11,0.01,T,0,8,8,8,0,8
1/8/11,18,8,T,T,T,8,8,8,0,8
1/9/11,20,-1,0,0,T,8,8,8,0,8
1/10/11,23,4,0,0,0,8,8,8,0,8
1/11/11,28,12,0.12,1.5,2,8,8,8,0,8
1/12/11,24,19,0.06,1,3,8,8,8,0,8
1/13/11,25,7,0,0,3,8,8,8,0,8
1/14/11,23,7,T,T,3,8,8,8,0,8
1/15/11,21,15,0.11,1.5,3,8,8,8,0,8
1/16/11,22,-2,0,0,3,8,8,8,0,8
1/17/11,20,5,0.01,0.1,3,8,8,8,0,8
1/18/11,28,20,0.24,3.5,6,8,8,8,0,8
1/19/11,22,10,0,0,6,8,8,8,0,8
1/20/11,19,7,0,0,6,8,8,8,0,8
1/21/11,15,-14,0,0,6,8,8,8,0,8
1/22/11,7,-17,0.01,1,7,8,8,8,0,8
1/23/11,12,-23,0,0,7,8,8,8,0,8
1/24/11,17,-9,0,0,6,8,8,8,0,8
1/25/11,24,16,0,0,6,8,8,8,0,8
1/26/11,26,14,0,0,6,8,8,8,0,8
1/27/11,21,15,0.04,0.5,6,8,8,8,0,8
1/28/11,26,18,0.05,1,8,8,8,8,0,8
1/29/11,31,22,0.02,0.1,7,8,8,8,0,8
1/30/11,34,21,T,T,7,8,8,8,0,8
1/31/11,27,13,0,0,7,8,8,8,0,8
2/1/11,19,13,0.2,4,11,8,8,8,0,8
2/2/11,19,13,0.52,8,18,8,8,8,0,8
2/3/11,17,-9,0,0,17,8,8,8,0,8
2/4/11,19,-10,0,0,16,8,8,8,0,8
2/5/11,26,0,0,0,16,8,8,8,0,8
2/6/11,29,-1,0.11,1,17,8,8,8,0,8
2/7/11,30,16,0,0,14,8,8,8,0,8
2/8/11,26,-2,T,T,14,8,8,8,0,8
2/9/11,10,-9,0,0,14,8,8,8,0,8
2/10/11,11,-21,0,0,14,8,8,8,0,8
2/11/11,12,-26,0,0,14,8,8,8,0,8
2/12/11,29,-14,0.04,0.5,14,8,8,8,0,8
2/13/11,35,12,0,0,14,8,8,8,0,8
2/14/11,47,22,0,0,8,8,8,8,0,8
2/15/11,42,16,0,0,6,8,8,8,0,8
2/16/11,41,27,0,0,4,8,8,8,0,8
2/17/11,48,25,0,0,1,8,8,8,0,8
2/18/11,51,30,0,0,0,8,8,8,0,8
2/19/11,41,17,0,0,0,8,8,8,0,8
2/20/11,34,23,0.01,T,T,8,8,8,0,8
2/21/11,33,27,0.7,2,1,8,8,8,0,8
2/22/11,27,15,0.1,2,2,8,8,8,0,8
2/23/11,28,15,0,0,1,8,8,8,0,8
2/24/11,31,24,0,0,1,8,8,8,0,8
2/25/11,33,23,0,0,1,8,8,8,0,8
2/26/11,27,8,0.02,T,1,8,8,8,0,8
2/27/11,16,7,0.07,2.5,2,8,8,8,0,8
2/28/11,29,15,0,0,1,8,8,8,0,8
3/1/11,32,9,0,0,1,8,8,8,0,8
3/2/11,41,13,0,0,1,8,8,8,0,8
3/3/11,25,15,0,0,1,8,8,8,0,8
3/4/11,40,25,0.14,0,0,8,8,8,0,8
3/5/11,41,31,0,0,0,8,8,8,0,8
3/6/11,31,15,0,0,0,8,8,8,0,8
3/7/11,32,25,0,0,0,8,8,8,0,8
3/8/11,34,26,0.02,T,T,8,8,8,0,8
3/9/11,40,31,0.31,3,3,8,8,8,0,8
3/10/11,34,30,0.08,1,3,8,8,8,0,8
3/11/11,40,20,0,0,1,8,8,8,0,8
3/12/11,46,21,0,0,0,8,8,8,0,8
3/13/11,34,23,0,0,0,8,8,8,0,8
3/14/11,40,18,0,0,0,8,8,8,0,8
3/15/11,44,19,0,0,0,8,8,8,0,8
3/16/11,51,21,0,0,0,8,8,8,0,8
3/17/11,59,26,0,0,0,8,8,8,0,8
3/18/11,59,33,0,0,0,8,8,8,0,8
3/19/11,50,22,0,0,0,8,8,8,0,8
3/20/11,54,37,0.65,0,0,8,8,8,0,8
3/21/11,54,37,1,0,0,8,8,8,0,8
3/22/11,48,34,0.15,0,0,8,8,8,0,8
3/23/11,36,31,1.22,T,T,8,8,8,0,8
3/24/11,32,17,T,0,0,8,8,8,0,8
3/25/11,34,17,0,0,0,8,8,8,0,8
3/26/11,35,17,0,0,0,8,8,8,0,8
3/27/11,31,16,0,0,0,8,8,8,0,8
3/28/11,35,14,0,0,0,8,8,8,0,8
3/29/11,39,15,0,0,0,8,8,8,0,8
3/30/11,45,18,0,0,0,8,8,8,0,8
3/31/11,48,18,0,0,0,8,8,8,0,8
4/1/11,50,19,0,0,0,8,8,8,0,8
4/2/11,47,30,0.21,T,0,8,8,8,0,8
4/3/11,54,36,0.11,0,0,8,8,8,0,8
4/4/11,47,38,0.43,0,0,8,8,8,0,8
4/5/11,47,27,T,0,0,8,8,8,0,8
4/6/11,53,30,0.12,0,0,8,8,8,0,8
4/7/11,58,32,0,0,0,8,8,8,0,8
4/8/11,57,39,0.05,0,0,8,8,8,0,8
4/9/11,56,43,0,0,0,8,8,8,0,8
4/10/11,65,47,0.15,0,0,8,8,8,0,8
4/11/11,80,49,0.06,0,0,8,8,8,0,8
4/12/11,61,32,0,0,0,8,8,8,0,8
4/13/11,63,33,0,0,0,8,8,8,0,8
4/14/11,72,35,0.03,0,0,8,8,8,0,8
4/15/11,41,35,0,0,0,8,8,8,0,8
4/16/11,45,35,0.55,0,0,8,8,8,0,8
4/17/11,42,33,0.07,0,0,8,8,8,0,8
4/18/11,51,34,0,0,0,8,8,8,0,8
4/19/11,48,32,0.04,T,T,8,8,8,0,8
4/20/11,34,31,0.98,2,1,8,8,8,0,8
4/21/11,41,25,0,0,0,8,8,8,0,8
4/22/11,53,27,0.03,0,0,8,8,8,0,8
4/23/11,45,39,0.15,0,0,8,8,8,0,8
4/24/11,58,41,0,0,0,8,8,8,0,8
4/25/11,58,36,0,0,0,8,8,8,0,8
4/26/11,64,38,0.4,0,0,8,8,8,0,8
4/27/11,53,42,0.53,0,0,8,8,8,0,8
4/28/11,45,38,0,0,0,8,8,8,0,8
4/29/11,43,29,0,0,0,8,8,8,0,8
4/30/11,64,33,0,0,0,8,8,8,0,8
5/1/11,69,41,0.03,0,0,8,8,8,0,8
5/2/11,52,30,0,0,0,8,8,8,0,8
5/3/11,52,33,0,0,0,8,8,8,0,8
5/4/11,45,25,0,0,0,8,8,8,0,8
5/5/11,62,31,0.03,0,0,8,8,8,0,8
5/6/11,58,33,0,0,0,8,8,8,0,8
5/7/11,68,38,0,0,0,8,8,8,0,8
5/8/11,66,35,0,0,0,8,8,8,0,8
5/9/11,71,50,0,0,0,8,8,8,0,8
5/10/11,67,51,0.45,0,0,8,8,8,0,8
5/11/11,88,56,0,0,0,8,8,8,0,8
